0;974;-20
0;972;-20
-1;975;-21
0;975;-19
0;974;-18
0;975;-20
-1;975;-19
0;974;-20
-1;974;-19
0;972;-18
0;973;-19
-1;973;-19
-1;973;-19
-1;975;-21
0;973;-20
0;974;-20
-1;974;-21
0;974;-19
-2;973;-19
0;976;-20
0;975;-20
0;973;-21
1;971;-20
-4;973;-20
-2;975;-20
1;973;-18
-1;973;-21
2;973;-21
1;971;-17
1;969;-16
1;970;-16
0;974;-22
-3;972;-26
2;974;-16
2;960;-17
-2;973;-15
2;967;-15
0;970;-18
2;967;-28
0;975;-19
-2;975;-18
0;970;-23
1;969;-25
7;968;-31
-11;991;-22
0;968;6
4;972;-23
0;975;-17
-3;973;-11
15;965;-25
-5;974;-22
-26;1023;14
26;950;17
-13;987;-36
-3;973;1
-4;977;-3
0;976;-9
6;969;-4
-8;979;5
-2;978;-8
-3;977;-3
0;973;-4
2;973;-9
0;970;0
-4;975;-7
0;971;-1
-6;979;-3
-5;978;-17
7;963;18
16;963;-3
-16;988;-2
-1;973;-2
0;972;16
14;966;-5
-11;984;9
6;967;18
7;972;14
34;953;11
-14;996;-1
8;968;21
32;955;15
-9;988;12
-5;988;-9
8;975;19
26;964;18
50;943;36
26;961;24
-35;1019;-14
22;966;18
13;979;7
21;981;1
8;990;20
29;981;3
58;957;35
120;912;48
50;966;35
31;978;18
8;996;6
18;980;25
46;963;23
52;960;19
36;965;26
11;988;15
34;968;17
26;972;19
32;967;21
30;968;17
11;981;15
22;972;15
24;971;7
16;974;14
25;969;13
9;980;13
26;970;12
20;971;23
20;976;6
28;968;16
21;973;3
12;980;5
26;966;14
18;971;13
17;973;8
15;973;5
19;968;7
9;980;0
5;974;7
14;970;0
5;979;0
4;975;0
7;976;-8
8;969;1
8;972;0
16;963;7
2;980;-11
8;976;-11
11;970;11
4;973;-1
4;974;7
6;971;-12
5;970;-6
0;972;-18
-17;987;-14
-4;978;-22
0;975;-17
3;971;-19
1;969;1
-1;974;-16
0;975;-35
-2;976;-21
0;973;-19
1;973;-19
6;964;-22
5;971;-24
0;972;-18
0;977;-22
-1;974;-20
0;974;-21
-1;971;-20
0;976;-21
0;974;-21
0;972;-19
1;973;-20
0;975;-21
-1;975;-20
0;974;-19
0;974;-19
0;972;-20
0;974;-20
0;973;-20
0;974;-19
0;971;-20
0;973;-21
0;975;-21
0;974;-21
0;973;-19
0;973;-21
-1;973;-20
0;974;-18
0;973;-21
1;976;-21
0;971;-19
0;968;-17
2;972;-22
0;976;-23
-2;974;-20
0;973;-20
0;975;-21
0;977;-22
-1;975;-18
0;974;-21
0;974;-20
1;975;-21
-3;973;-19
0;974;-20
1;974;-21
0;974;-21
0;971;-21
0;973;-22
2;975;-22
0;974;-20
0;974;-18
2;973;-21
2;975;-22
-3;978;-20
-1;974;-20
0;973;-19
3;972;-21
-1;972;-22
-2;971;-19
0;970;-19
2;973;-21
0;974;-22
43;876;100
45;963;-86
-8;964;-28
4;969;-27
6;970;-16
0;972;-20
3;973;-20
-2;971;-18
1;974;-25
-1;968;-18
0;977;-19
-1;973;-20
-1;975;-20
2;975;-20
0;976;-19
0;975;-23
-2;974;-17
1;975;-21
0;974;-21
1;975;-19
-2;977;-24
2;973;-19
3;972;-21
3;969;-19
1;969;-22
0;972;-14
-4;979;-28
9;955;-4
126;896;-241
-51;994;15
-22;994;-16
-6;979;-22
9;964;-46
10;976;-24
-14;965;31
2;971;6
0;975;-35
-3;977;-20
-2;975;-17
-1;972;-20
1;973;-20
0;973;-21
-1;973;-18
-1;974;-18
0;973;-21
1;974;-19
1;973;-21
-1;974;-20
-1;972;-21
-2;973;-18
1;970;-21
0;970;-19
0;974;-23
0;977;-26
-4;974;-18
2;965;10
1;965;0
2;968;-28
10;968;-37
-7;963;33
1;971;-22
-12;981;-24
-1;970;-7
-2;973;-6
0;972;-25
0;973;-24
0;975;-14
-4;972;-16
-2;976;-20
0;972;-21
0;971;-15
1;971;-20
-1;972;-18
-1;973;-18
-1;972;-19
0;974;-19
-1;973;-19
-2;975;-20
1;974;-21
-1;975;-18
0;973;-19
3;971;-20
4;971;-19
1;971;-21
0;973;-21
3;968;-21
2;972;-19
-5;977;-13
-1;972;-21
3;971;-25
-17;983;-7
-18;997;-31
30;959;0
18;968;11
24;967;-13
3;987;-20
8;974;-2
55;940;10
-27;1015;-36
38;957;2
33;959;10
-14;1002;-29
21;965;-11
8;976;-9
8;978;-17
18;971;-16
-2;994;-41
3;973;19
80;918;16
-12;1002;-15
12;975;-6
13;973;0
7;978;-2
1;985;-11
13;967;27
36;957;9
27;963;10
-9;998;-13
16;970;27
49;941;31
-14;995;6
12;974;12
5;978;13
16;966;20
8;974;11
9;974;2
-10;992;-2
44;944;26
14;968;14
0;980;9
1;972;22
19;962;3
1;976;14
7;974;5
15;959;22
-13;987;5
11;964;15
0;976;-9
0;969;5
1;973;-5
2;967;7
-5;983;-50
-2;969;8
8;978;-49
1;972;-40
-3;974;-13
1;971;-16
-2;970;-17
-3;975;-20
30;965;-43
7;968;-31
-1;969;-7
2;977;-9
-39;980;-21
-1;970;-20
8;968;-26
-39;973;-9
-22;973;-24
-22;976;-17
-5;967;-19
-30;983;-16
-22;974;-14
-13;973;-19
-25;975;12
-5;958;-35
-37;972;-14
-32;976;-23
-8;972;-28
-40;976;-26
-28;975;-24
-32;977;-25
-12;968;-21
-56;976;-9
-9;964;-22
-21;969;-27
-37;975;-23
-33;976;-26
-4;967;-25
-54;978;-21
-3;961;-20
-31;973;-24
-44;973;-27
-27;975;-31
7;961;-23
-24;975;-23
-68;989;-28
-28;972;-19
7;966;-22
-21;978;-30
-25;977;-27
-24;977;-17
-17;977;-22
10;973;-24
-5;970;-34
-16;977;-12
5;966;-50
-33;983;-30
-24;974;-64
-15;993;40
-42;990;-27
8;969;-16
-3;971;-45
-2;977;-16
-5;975;-14
-2;972;-24
0;972;-22
0;975;-19
-2;974;-21
0;975;-22
-1;974;-18
-1;974;-20
0;972;-21
-1;973;-19
1;973;-21
0;974;-18
0;975;-20
0;971;-17
1;970;-17
3;968;-23
1;973;-19
0;975;-17
0;975;-22
-2;975;-20
-2;975;-21
-2;970;-19
6;964;-19
2;969;-17
0;974;-22
0;977;-20
0;972;-18
1;969;-17
0;970;-19
1;973;-20
-2;974;-20
0;974;-24
-7;976;-11
-1;976;-21
-1;973;-5
-9;978;-19
-4;982;-24
19;960;-12
32;948;-8
-17;989;-29
2;979;-28
5;970;4
-5;976;-3
7;979;-19
16;964;-5
2;976;-1
2;978;2
23;957;7
9;971;0
-11;992;-15
7;973;4
36;945;21
5;977;-7
-14;989;-15
22;958;5
0;980;-1
5;972;0
-2;985;-11
7;969;9
-1;981;-6
-1;981;4
15;965;10
23;958;18
-4;985;-5
6;973;5
12;970;-7
4;972;8
11;971;-3
4;975;6
11;973;-3
9;969;6
7;976;-2
0;974;6
30;955;4
3;977;1
0;984;-10
16;967;8
6;977;1
8;977;3
6;978;-8
2;975;0
20;965;7
6;978;0
11;970;3
3;982;-2
0;984;2
29;960;13
30;963;16
5;981;-2
12;975;4
21;967;14
8;981;2
20;969;10
18;971;4
-2;985;3
27;963;12
2;982;12
21;967;12
13;972;9
17;969;8
0;985;0
22;964;10
9;974;2
11;974;2
26;959;8
0;978;-4
-15;997;-20
23;955;7
8;971;-8
-16;990;-7
8;966;-1
7;966;1
-8;980;-3
8;968;-8
6;965;1
-4;985;-51
-1;972;-10
1;969;-12
0;972;-33
1;974;-44
0;974;-28
-1;974;-15
0;973;-18
0;973;-21
-3;978;-25
-1;978;-18
0;972;-20
1;973;-21
0;971;-19
2;971;-19
0;973;-20
-2;975;-21
0;973;-20
0;973;-20
0;973;-20
-1;973;-21
0;974;-20
0;971;-20
3;967;-18
0;973;-20
-2;976;-21
-1;973;-20
-2;976;-21
0;973;-21
0;972;-20
0;973;-19
0;970;-19
0;974;-21
0;975;-21
0;974;-19
-1;975;-22
-2;976;-21
-1;975;-19
